model,forecast_date,horizon,reference_date,location,source,y_true,median,wis,mae,cov_50,cov_95
mist,2023-12-02,1,2023-12-02,36,flusight,338.0,199.2538604736328,73.41724079961362,138.7461395263672,False,True
mist,2023-12-02,2,2023-12-09,36,flusight,501.0,298.84613037109375,113.26852022917375,202.15386962890625,False,True
mist,2023-12-02,3,2023-12-16,36,flusight,743.0,393.80706787109375,192.882919157277,349.19293212890625,False,True
mist,2023-12-02,4,2023-12-23,36,flusight,938.0,440.13037109375,241.8545823802119,497.86962890625,False,True
mist,2023-12-09,1,2023-12-09,36,flusight,501.0,427.41693115234375,51.293376557723334,73.58306884765625,True,True
mist,2023-12-09,2,2023-12-16,36,flusight,743.0,672.9193115234375,82.7512974216627,70.0806884765625,True,True
mist,2023-12-09,3,2023-12-23,36,flusight,938.0,917.9274291992188,115.7511859794285,20.07257080078125,True,True
mist,2023-12-09,4,2023-12-30,36,flusight,1333.0,1021.991455078125,196.17482000268024,311.008544921875,True,True
mist,2023-12-16,1,2023-12-16,36,flusight,743.0,547.1180419921875,102.24293758889903,195.8819580078125,True,True
mist,2023-12-16,2,2023-12-23,36,flusight,938.0,839.3685913085938,106.51365271526835,98.63140869140625,True,True
mist,2023-12-16,3,2023-12-30,36,flusight,1333.0,1118.74169921875,169.69482367142388,214.25830078125,True,True
mist,2023-12-16,4,2024-01-06,36,flusight,1240.0,1256.0185546875,213.10354027292004,16.0185546875,True,True
mist,2023-12-23,1,2023-12-23,36,flusight,938.0,653.6988525390625,149.66181181534478,284.3011474609375,False,True
mist,2023-12-23,2,2023-12-30,36,flusight,1333.0,956.8075561523438,211.72183859120244,376.19244384765625,False,True
mist,2023-12-23,3,2024-01-06,36,flusight,1240.0,1239.0316162109375,162.8465900951883,0.9683837890625,True,True
